,"User","Edited Articles","Bundesedit-Hit","Where?"
5634,"213.196.255.83",1,"False","none"
5635,"212.99.195.208",1,"False","none"
5636,"149.156.189.2",1,"False","none"
5637,"2003:56:6B13:C5BD:B8B1:7170:C459:7257",1,"False","none"
5638,"87.154.240.11",1,"False","none"
5639,"77.6.8.84",1,"False","none"
5640,"5.147.53.246",1,"False","none"
5641,"84.157.113.5",1,"False","none"
5642,"141.2.115.40",1,"False","none"
5643,"2601:646:4001:147E:ED98:A0B7:C81:6421",1,"False","none"
5644,"91.22.78.208",1,"False","none"
5645,"84.160.117.37",1,"False","none"
5646,"212.6.244.159",1,"False","none"
5647,"84.137.78.44",1,"False","none"
5648,"158.64.35.1",1,"False","none"
5649,"217.82.187.129",1,"False","none"
5650,"213.7.132.94",1,"False","none"
5651,"84.146.206.31",1,"False","none"
5652,"141.91.210.82",1,"False","none"
5653,"85.124.52.112",1,"False","none"
5654,"79.241.159.3",1,"False","none"
5655,"190.154.160.9",1,"False","none"
5656,"90.187.65.157",1,"False","none"
5657,"91.21.27.25",1,"False","none"
5658,"82.82.127.117",1,"False","none"
5659,"217.224.211.21",1,"False","none"
5660,"88.66.90.21",1,"False","none"
5661,"217.224.211.25",1,"False","none"
5662,"79.203.25.158",1,"False","none"
5663,"84.62.54.227",1,"False","none"
5664,"84.227.166.73",1,"False","none"
5665,"2A02:8071:280:1700:1BC:E917:ABF8:A705",1,"False","none"
5666,"89.53.97.185",1,"False","none"
5667,"84.147.8.224",1,"False","none"
5668,"84.156.91.155",1,"False","none"
5669,"93.156.83.163",1,"False","none"
5670,"141.72.232.209",1,"False","none"
5671,"92.216.118.35",1,"False","none"
5672,"84.58.51.24",1,"False","none"
5673,"92.105.69.23",1,"False","none"
5674,"2A02:908:4E0:99A0:9819:4226:ECE0:C8D6",1,"False","none"
5675,"138.246.7.76",1,"False","none"
5676,"89.61.209.209",1,"False","none"
5677,"128.196.208.15",1,"False","none"
5678,"86.33.149.112",1,"False","none"
5679,"141.2.120.113",1,"False","none"
5680,"77.123.29.201",1,"False","none"
5681,"217.0.96.72",1,"False","none"
5684,"80.84.48.69",1,"False","none"
5685,"134.95.192.89",1,"False","none"
5686,"217.81.0.80",1,"False","none"
5687,"134.96.54.76",1,"False","none"
5688,"217.88.158.73",1,"False","none"
5689,"130.180.87.178",1,"False","none"
5690,"82.171.25.149",1,"False","none"
5691,"88.72.236.21",1,"False","none"
5692,"91.89.236.88",1,"False","none"
5693,"113.166.59.101",1,"False","none"
5694,"62.227.13.201",1,"False","none"
5695,"46.78.28.246",1,"False","none"
5696,"84.141.8.153",1,"False","none"
5697,"2A02:810D:8640:16C8:81A:DB1:5A4C:88F3",1,"False","none"
5698,"192.160.142.3",1,"False","none"
5699,"91.3.65.253",1,"False","none"
5700,"84.141.71.226",1,"False","none"
5701,"131.220.171.20",1,"False","none"
5702,"87.186.5.64",1,"False","none"
5703,"88.73.71.178",1,"False","none"
5704,"88.78.27.77",1,"False","none"
5705,"62.180.160.30",1,"False","none"
5706,"103.102.72.8",1,"False","none"
5707,"84.171.224.95",1,"False","none"
5708,"89.15.64.215",1,"False","none"
5709,"62.157.48.136",1,"False","none"
5710,"90.146.24.226",1,"False","none"
5711,"87.165.20.49",1,"False","none"
5712,"178.142.56.75",1,"False","none"
5713,"91.6.221.161",1,"False","none"
5714,"92.195.145.38",1,"False","none"
5715,"80.128.172.78",1,"False","none"
5716,"83.196.69.86",1,"False","none"
5717,"84.171.98.250",1,"False","none"
5718,"180.194.171.47",1,"False","none"
5719,"87.182.55.103",1,"False","none"
5720,"62.227.179.33",1,"False","none"
5721,"2003:ED:4BC1:2100:80A7:88E:9AEE:FB6F",1,"False","none"
5722,"194.8.96.68",1,"False","none"
5723,"2003:D2:6BE6:1000:A1D8:3693:D1A6:9BAD",1,"False","none"
5724,"88.75.2.167",1,"False","none"
5725,"91.33.225.58",1,"False","none"
5726,"91.60.47.90",1,"False","none"
5727,"87.170.200.97",1,"False","none"
5728,"217.187.78.29",1,"False","none"
5729,"86.44.113.243",1,"False","none"
5730,"87.123.97.234",1,"False","none"
5731,"84.57.47.250",1,"False","none"
5732,"217.234.157.49",1,"False","none"
5733,"80.129.89.40",1,"False","none"
5734,"84.134.6.53",1,"False","none"
5735,"141.3.24.7",1,"False","none"
5736,"77.176.227.32",1,"False","none"
5737,"84.137.73.135",1,"False","none"
5738,"195.27.230.198",1,"False","none"
5739,"79.219.51.107",1,"False","none"
5740,"80.138.96.196",1,"False","none"
5741,"62.214.48.196",1,"False","none"
5742,"80.179.167.50",1,"False","none"
5743,"80.139.81.228",1,"False","none"
5744,"193.175.204.8",1,"False","none"
5745,"84.164.10.177",1,"False","none"
5746,"2A02:810B:C740:1833:742E:F316:3EA1:1753",1,"False","none"
5747,"84.58.139.132",1,"False","none"
5748,"84.152.12.1",1,"False","none"
5749,"217.93.3.103",1,"False","none"
5750,"92.228.195.99",1,"False","none"
5751,"213.4.16.231",1,"False","none"
5752,"195.243.47.34",1,"False","none"
5753,"91.45.153.225",1,"False","none"
5754,"217.87.95.128",1,"False","none"
5755,"89.50.177.160",1,"False","none"
5756,"84.227.175.82",1,"False","none"
5757,"217.239.9.253",1,"False","none"
5758,"2A02:8108:30C0:387C:A5DA:AFB9:EE2F:3158",1,"False","none"
5759,"77.8.99.233",1,"False","none"
5760,"84.142.16.240",1,"False","none"
5761,"91.1.85.233",1,"False","none"
5762,"87.123.33.34",1,"False","none"
5763,"88.65.64.210",1,"False","none"
5764,"87.159.74.217",1,"False","none"
5765,"145.254.33.120",1,"False","none"
5766,"89.244.85.233",1,"False","none"
5767,"80.143.19.90",1,"False","none"
5768,"93.219.152.98",1,"False","none"
5769,"32.106.7.6",1,"False","none"
5770,"217.5.231.43",1,"False","none"
5771,"217.252.118.2",1,"False","none"
5772,"88.151.16.21",1,"False","none"
5773,"212.201.71.103",1,"False","none"
5774,"80.228.74.194",1,"False","none"
5775,"89.27.206.231",1,"False","none"
5776,"93.223.94.40",1,"False","none"
5777,"141.90.2.52",1,"False","none"
5778,"122.167.27.96",1,"False","none"
5779,"87.141.26.246",1,"False","none"
5780,"2.240.191.37",1,"False","none"
5781,"2A01:5C0:18:A5D1:811C:D28:5D29:B92E",1,"False","none"
5782,"24.58.70.209",1,"False","none"
5783,"213.23.212.221",1,"False","none"
5784,"78.35.138.53",1,"False","none"
5785,"134.2.223.54",1,"False","none"
5786,"80.128.80.179",1,"False","none"
5787,"217.234.9.167",1,"False","none"
5788,"217.81.144.48",1,"False","none"
5789,"84.130.144.81",1,"False","none"
5790,"2A03:2260:3003:14:5C9:B8EA:8043:1CC0",1,"False","none"
5791,"2A00:E50:F155:815:0:0:0:1",1,"False","none"
5792,"62.224.244.87",1,"False","none"
5793,"89.60.197.91",1,"False","none"
5794,"84.147.141.3",1,"False","none"
5795,"79.221.158.54",1,"False","none"
5796,"87.182.11.13",1,"False","none"
5797,"62.180.36.10",1,"False","none"
5798,"213.162.68.190",1,"False","none"
5799,"83.242.63.130",1,"False","none"
5800,"80.145.145.7",1,"False","none"
5801,"84.141.34.233",1,"False","none"
5802,"82.135.72.22",1,"False","none"
5803,"188.194.79.250",1,"False","none"
5804,"84.63.98.89",1,"False","none"
5805,"87.78.57.104",1,"False","none"
5806,"93.223.69.62",1,"False","none"
5807,"84.166.118.53",1,"False","none"
5808,"141.30.154.2",1,"False","none"
5809,"87.169.48.123",1,"False","none"
5810,"85.124.59.174",1,"False","none"
5811,"87.164.95.119",1,"False","none"
5812,"80.171.16.181",1,"False","none"
5813,"2003:65:E448:BDEE:38C5:1013:D94E:C3C0",1,"False","none"
5814,"87.123.187.71",1,"False","none"
5815,"62.220.9.45",1,"False","none"
5816,"217.224.223.19",1,"False","none"
5817,"213.39.181.194",1,"False","none"
5818,"62.178.176.84",1,"False","none"
5819,"84.173.29.195",1,"False","none"
5820,"77.21.233.12",1,"False","none"
5821,"178.7.184.32",1,"False","none"
5822,"85.8.124.95",1,"False","none"
5823,"77.181.56.134",1,"False","none"
5824,"195.1.43.78",1,"False","none"
5825,"78.53.5.215",1,"False","none"
5826,"31.3.144.19",1,"False","none"
5827,"79.194.164.19",1,"False","none"
5828,"84.184.228.5",1,"False","none"
5829,"2003:6:239F:5428:94ED:1962:4C23:D00D",1,"False","none"
5830,"79.214.55.142",1,"False","none"
5831,"62.72.67.2",1,"False","none"
5832,"87.123.102.39",1,"False","none"
5833,"79.202.244.54",1,"False","none"
5834,"93.207.27.144",1,"False","none"
5835,"84.60.12.41",1,"False","none"
5836,"88.73.48.141",1,"False","none"
5837,"212.204.88.52",1,"False","none"
5838,"88.72.0.172",1,"False","none"
5839,"80.137.21.197",1,"False","none"
5840,"92.195.52.169",1,"False","none"
5841,"80.228.217.22",1,"False","none"
5842,"95.223.8.40",1,"False","none"
5843,"212.137.33.208",1,"False","none"
5844,"2A02:AB88:6308:3300:3C7B:92BF:9FB8:C18A",1,"False","none"
5845,"84.162.33.242",1,"False","none"
5846,"213.168.121.93",1,"False","none"
5847,"213.168.121.97",1,"False","none"
5848,"84.155.15.108",1,"False","none"
5849,"92.74.82.247",1,"False","none"
5850,"94.219.99.201",1,"False","none"
5851,"67.150.28.215",1,"False","none"
5852,"84.46.58.228",1,"False","none"
5853,"81.62.98.81",1,"False","none"
5854,"84.181.32.161",1,"False","none"
5855,"84.62.100.60",1,"False","none"
5856,"31.18.210.63",1,"False","none"
5857,"213.197.134.18",1,"False","none"
5858,"88.73.89.90",1,"False","none"
5859,"62.227.84.69",1,"False","none"
5860,"80.185.140.62",1,"False","none"
5861,"85.176.68.158",1,"False","none"
5862,"77.2.130.249",1,"False","none"
5863,"2A02:AA14:7102:F100:721A:4FF:FEC5:2628",1,"False","none"
5864,"84.58.175.167",1,"False","none"
5865,"87.181.20.183",1,"False","none"
5866,"84.137.171.60",1,"False","none"
5867,"145.254.53.10",1,"False","none"
5868,"84.174.189.69",1,"False","none"
5869,"93.219.87.16",1,"False","none"
5870,"178.26.39.31",1,"False","none"
5871,"109.85.156.50",1,"False","none"
5872,"217.228.21.235",1,"False","none"
5873,"84.157.66.207",1,"False","none"
5874,"92.225.124.54",1,"False","none"
5875,"217.93.97.246",1,"False","none"
5876,"87.185.215.6",1,"False","none"
5877,"91.35.183.28",1,"False","none"
5878,"188.110.168.55",1,"False","none"
5879,"91.36.235.122",1,"False","none"
5880,"217.245.120.43",1,"False","none"
5881,"85.182.80.190",1,"False","none"
5882,"78.54.13.31",1,"False","none"
5883,"91.9.215.84",1,"False","none"
5884,"84.133.81.51",1,"False","none"
5885,"91.13.163.186",1,"False","none"
5886,"62.46.119.62",1,"False","none"
5887,"78.53.184.86",1,"False","none"
5888,"88.217.34.200",1,"False","none"
5889,"91.0.107.90",1,"False","none"
5890,"91.5.47.201",1,"False","none"
5891,"87.78.1.7",1,"False","none"
5892,"85.176.28.121",1,"False","none"
5893,"2003:5F:6524:7001:D0AB:5EC:BB3E:633",1,"False","none"
5894,"217.238.43.154",1,"False","none"
5895,"213.102.98.41",1,"False","none"
5896,"62.143.188.8",1,"False","none"
5897,"85.180.43.157",1,"False","none"
5898,"80.142.118.21",1,"False","none"
5899,"81.206.17.227",1,"False","none"
5900,"2003:67:A921:900:FDE7:622:B031:B816",1,"False","none"
5901,"89.0.202.139",1,"False","none"
5902,"84.57.153.181",1,"False","none"
5903,"79.248.53.100",1,"False","none"
5904,"85.179.236.73",1,"False","none"
5905,"80.78.68.49",1,"False","none"
5906,"62.46.117.182",1,"False","none"
5907,"62.46.117.185",1,"False","none"
5908,"87.187.30.228",1,"False","none"
5909,"62.46.117.188",1,"False","none"
5910,"84.177.215.65",1,"False","none"
5911,"62.47.244.142",1,"False","none"
5912,"217.230.85.50",1,"False","none"
5913,"217.83.39.1",1,"False","none"
5914,"91.41.153.220",1,"False","none"
5915,"84.174.77.203",1,"False","none"
5916,"79.196.160.98",1,"False","none"
5917,"217.226.99.211",1,"False","none"
5918,"173.245.84.59",1,"False","none"
5919,"31.14.74.31",1,"False","none"
5920,"213.7.36.254",1,"False","none"
5921,"213.23.65.251",1,"False","none"
5922,"213.7.130.86",1,"False","none"
5923,"84.153.203.26",1,"False","none"
5924,"84.56.90.5",1,"False","none"
5925,"80.132.15.193",1,"False","none"
5926,"141.6.11.23",1,"False","none"
5927,"213.211.237.31",1,"False","none"
5928,"141.6.11.24",1,"False","none"
5929,"83.65.142.2",1,"False","none"
5930,"207.200.116.11",1,"False","none"
5931,"84.150.91.21",1,"False","none"
5932,"87.174.209.39",1,"False","none"
5933,"84.185.183.72",1,"False","none"
5934,"91.52.96.249",1,"False","none"
5935,"84.150.9.36",1,"False","none"
5936,"217.82.177.245",1,"False","none"
5937,"2003:F0:F03:C080:F8F6:E288:7CC3:B892",1,"False","none"
5938,"84.169.191.74",1,"False","none"
5939,"89.50.137.154",1,"False","none"
5940,"84.176.146.8",1,"False","none"
5941,"81.16.90.25",1,"False","none"
5942,"47.67.12.176",1,"False","none"
5943,"217.199.76.47",1,"False","none"
5944,"80.226.12.209",1,"False","none"
5945,"188.97.168.178",1,"False","none"
5946,"80.137.243.9",1,"False","none"
5947,"80.130.181.98",1,"False","none"
5948,"84.56.99.96",1,"False","none"
5949,"82.149.182.81",1,"False","none"
5950,"78.49.38.82",1,"False","none"
5951,"81.11.191.95",1,"False","none"
5952,"109.40.128.167",1,"False","none"
5953,"77.22.78.135",1,"False","none"
5954,"81.83.36.58",1,"False","none"
5955,"91.18.57.42",1,"False","none"
5956,"62.224.9.211",1,"False","none"
5957,"87.181.73.188",1,"False","none"
5958,"80.130.115.55",1,"False","none"
5959,"79.193.18.243",1,"False","none"
5960,"2A02:908:FD33:B500:5D49:3642:141A:3AC4",1,"False","none"
5961,"92.194.64.164",1,"False","none"
5962,"194.15.145.12",1,"False","none"
5963,"78.54.226.70",1,"False","none"
5964,"62.59.166.77",1,"False","none"
5965,"91.47.37.53",1,"False","none"
5966,"217.185.107.57",1,"False","none"
5967,"46.59.147.187",1,"False","none"
5968,"195.212.29.172",1,"False","none"
5969,"195.212.29.171",1,"False","none"
5970,"80.141.133.92",1,"False","none"
5971,"95.89.184.253",1,"False","none"
5972,"62.178.31.188",1,"False","none"
5973,"62.224.157.65",1,"False","none"
5974,"195.247.176.26",1,"False","none"
5975,"212.201.71.18",1,"False","none"
5976,"84.56.81.162",1,"False","none"
5977,"79.216.121.71",1,"False","none"
5978,"84.130.219.60",1,"False","none"
5979,"217.88.116.44",1,"False","none"
5980,"84.56.142.245",1,"False","none"
5981,"82.198.223.1",1,"False","none"
5982,"213.39.160.247",1,"False","none"
5983,"193.122.47.146",1,"False","none"
5984,"87.123.2.35",1,"False","none"
5985,"217.251.112.24",1,"False","none"
5986,"80.139.190.27",1,"False","none"
5987,"2001:67C:20A1:1114:8D33:4EE0:9395:7CF7",1,"False","none"
5988,"185.22.244.165",1,"False","none"
5989,"2003:E5:1F2D:B748:20A1:A427:E904:A36C",1,"False","none"
5990,"80.134.44.61",1,"False","none"
5991,"88.67.144.217",1,"False","none"
5992,"46.5.16.10",1,"False","none"
5993,"216.218.228.70",1,"False","none"
5994,"213.94.74.251",1,"False","none"
5995,"91.11.99.50",1,"False","none"
5996,"62.158.175.36",1,"False","none"
5997,"89.13.43.117",1,"False","none"
5998,"80.146.84.81",1,"False","none"
5999,"93.193.16.88",1,"False","none"
6000,"2003:61:E80F:4CCE:69E3:2018:4056:D873",1,"False","none"
6001,"2003:E2:AF39:3D00:1C03:A002:CA0E:AAF5",1,"False","none"
6002,"84.157.88.201",1,"False","none"
6003,"84.141.5.236",1,"False","none"
6004,"84.62.159.141",1,"False","none"
6005,"87.78.21.192",1,"False","none"
6006,"85.176.126.25",1,"False","none"
6007,"79.221.239.13",1,"False","none"
6008,"178.4.46.173",1,"False","none"
6009,"87.187.106.39",1,"False","none"
6010,"84.44.137.78",1,"False","none"
6011,"84.75.101.79",1,"False","none"
6012,"79.217.35.13",1,"False","none"
6013,"95.91.26.59",1,"False","none"
6014,"2.247.248.19",1,"False","none"
6015,"212.162.48.124",1,"False","none"
6016,"80.135.29.254",1,"False","none"
6017,"2A02:908:4F0:ED80:7D4E:A3DA:9E5E:D4F8",1,"False","none"
6018,"217.83.89.179",1,"False","none"
6019,"90.152.27.227",1,"False","none"
6020,"91.64.198.217",1,"False","none"
6021,"2002:B212:940C:0:302D:14CC:95FE:8A67",1,"False","none"
6022,"81.214.226.29",1,"False","none"
6023,"89.54.98.130",1,"False","none"
6024,"84.56.28.144",1,"False","none"
6025,"196.2.147.21",1,"False","none"
6026,"84.57.188.156",1,"False","none"
6027,"172.181.49.26",1,"False","none"
6028,"188.194.168.99",1,"False","none"
6029,"128.176.151.52",1,"False","none"
6030,"87.167.132.94",1,"False","none"
6031,"186.46.110.101",1,"False","none"
6032,"87.79.190.202",1,"False","none"
6033,"213.102.95.245",1,"False","none"
6034,"77.6.237.55",1,"False","none"
6035,"93.221.182.78",1,"False","none"
6036,"84.128.210.81",1,"False","none"
6037,"84.184.245.13",1,"False","none"
6038,"217.65.19.45",1,"False","none"
6039,"84.184.224.98",1,"False","none"
6040,"91.37.65.207",1,"False","none"
6041,"109.46.0.109",1,"False","none"
6042,"192.44.243.18",1,"False","none"
6043,"81.0.127.226",1,"False","none"
6044,"91.12.73.28",1,"False","none"
6045,"2003:66:8E18:EBEB:BDC7:C73D:DE85:9CA",1,"False","none"
6046,"62.214.28.39",1,"False","none"
6047,"88.130.127.2",1,"False","none"
6048,"87.166.10.47",1,"False","none"
6049,"84.60.11.138",1,"False","none"
6050,"68.37.169.63",1,"False","none"
6051,"62.104.206.85",1,"False","none"
6052,"83.15.252.150",1,"False","none"
6053,"189.45.96.2",1,"False","none"
6054,"80.143.23.220",1,"False","none"
6055,"212.227.66.6",1,"False","none"
6056,"80.143.36.146",1,"False","none"
6057,"84.58.48.130",1,"False","none"
6058,"77.20.15.216",1,"False","none"
6059,"217.81.233.201",1,"False","none"
6060,"2A02:908:FD59:A480:CDAA:139D:CE1E:AC7B",1,"False","none"
6061,"84.124.89.246",1,"False","none"
6062,"2.241.6.48",1,"False","none"
6063,"79.200.58.51",1,"False","none"
6064,"141.57.94.126",1,"False","none"
6065,"88.73.43.41",1,"False","none"
6066,"84.179.6.2",1,"False","none"
6067,"195.71.119.85",1,"False","none"
6068,"84.59.26.227",1,"False","none"
6069,"217.87.118.210",1,"False","none"
6070,"79.253.189.66",1,"False","none"
6071,"84.57.83.29",1,"False","none"
6072,"84.160.61.224",1,"False","none"
6073,"188.96.126.249",1,"False","none"
6074,"78.53.48.2",1,"False","none"
6075,"217.81.199.21",1,"False","none"
6076,"87.79.28.107",1,"False","none"
6077,"217.227.57.140",1,"False","none"
6078,"84.151.150.4",1,"False","none"
6079,"194.77.181.219",1,"False","none"
6080,"188.194.133.45",1,"False","none"
6081,"80.139.123.73",1,"False","none"
6082,"91.55.230.129",1,"False","none"
6083,"89.58.185.41",1,"False","none"
6084,"2003:64:4E2A:A800:CD94:568B:13A0:6167",1,"False","none"
6085,"213.39.215.79",1,"False","none"
6086,"84.191.245.25",1,"False","none"
6087,"94.221.148.70",1,"False","none"
6088,"89.204.138.69",1,"False","none"
6089,"62.214.63.171",1,"False","none"
6090,"88.69.231.102",1,"False","none"
6091,"195.243.83.110",1,"False","none"
6092,"217.253.183.27",1,"False","none"
6093,"84.179.90.20",1,"False","none"
6094,"79.253.41.150",1,"False","none"
6095,"84.57.88.221",1,"False","none"
6096,"195.37.108.15",1,"False","none"
6097,"95.208.58.148",1,"False","none"
6098,"91.65.95.214",1,"False","none"
6099,"87.245.60.54",1,"False","none"
6100,"91.20.255.41",1,"False","none"
6101,"84.163.3.167",1,"False","none"
6102,"87.122.193.22",1,"False","none"
6103,"84.151.242.63",1,"False","none"
6104,"88.66.253.186",1,"False","none"
6105,"213.6.212.12",1,"False","none"
6106,"78.34.4.106",1,"False","none"
6107,"84.57.53.120",1,"False","none"
6108,"80.146.92.117",1,"False","none"
6109,"80.130.36.170",1,"False","none"
6110,"200.234.112.47",1,"False","none"
6111,"79.223.79.177",1,"False","none"
6112,"141.10.64.194",1,"False","none"
6113,"80.136.16.179",1,"False","none"
6114,"2003:C2:3D7:0:9903:1D6B:EBB6:8D4",1,"False","none"
6115,"217.251.242.94",1,"False","none"
6116,"87.162.175.87",1,"False","none"
6117,"89.204.139.50",1,"False","none"
6118,"85.176.92.142",1,"False","none"
6119,"84.174.98.67",1,"False","none"
6120,"93.216.79.186",1,"False","none"
6121,"95.89.217.29",1,"False","none"
6122,"217.187.65.49",1,"False","none"
6123,"79.192.211.46",1,"False","none"
6124,"91.33.254.31",1,"False","none"
6125,"217.95.28.210",1,"False","none"
6126,"84.164.118.66",1,"False","none"
6127,"131.173.141.0",1,"False","none"
6128,"195.126.85.156",1,"False","none"
6129,"84.129.84.12",1,"False","none"
6130,"85.124.176.14",1,"False","none"
6131,"141.68.233.115",1,"False","none"
6132,"80.130.10.47",1,"False","none"
6133,"134.109.184.56",1,"False","none"
6134,"82.113.106.87",1,"False","none"
6135,"95.91.210.215",1,"False","none"
6136,"82.113.106.82",1,"False","none"
6137,"2A02:908:D11A:BE80:A15A:FC42:98C6:6FC6",1,"False","none"
6138,"84.57.7.203",1,"False","none"
6139,"212.117.103.18",1,"False","none"
6140,"84.74.62.190",1,"False","none"
6141,"2001:4DD3:4FF7:0:4097:C23D:9D34:11D4",1,"False","none"
6142,"217.7.213.19",1,"False","none"
6143,"217.5.205.2",1,"False","none"
6144,"80.145.57.194",1,"False","none"
6145,"84.136.244.40",1,"False","none"
6146,"88.217.226.28",1,"False","none"
6147,"78.53.4.9",1,"False","none"
6148,"87.78.169.131",1,"False","none"
6149,"80.136.6.243",1,"False","none"
6150,"62.246.95.143",1,"False","none"
6151,"217.85.158.239",1,"False","none"
6152,"24.176.41.52",1,"False","none"
6153,"91.16.77.185",1,"False","none"
6154,"24.176.41.51",1,"False","none"
6155,"88.69.147.16",1,"False","none"
6156,"91.63.65.207",1,"False","none"
6157,"91.97.11.125",1,"False","none"
6158,"84.164.56.52",1,"False","none"
6159,"94.79.191.182",1,"False","none"
6160,"155.245.35.161",1,"False","none"
6161,"91.41.67.51",1,"False","none"
6162,"145.254.36.84",1,"False","none"
6163,"87.174.40.174",1,"False","none"
6164,"145.254.36.80",1,"False","none"
6165,"79.235.73.118",1,"False","none"
6166,"87.162.219.51",1,"False","none"
6167,"62.167.115.39",1,"False","none"
6168,"87.78.128.239",1,"False","none"
6169,"77.177.20.105",1,"False","none"
6170,"83.64.137.106",1,"False","none"
6171,"46.115.5.183",1,"False","none"
6172,"82.82.101.215",1,"False","none"
6173,"84.151.82.220",1,"False","none"
6174,"80.142.121.74",1,"False","none"
6175,"212.202.20.66",1,"False","none"
6176,"93.218.175.46",1,"False","none"
6177,"92.226.43.254",1,"False","none"
6178,"178.8.125.137",1,"False","none"
6179,"88.72.211.208",1,"False","none"
6180,"87.78.201.64",1,"False","none"
6181,"80.130.48.243",1,"False","none"
6182,"92.75.222.206",1,"False","none"
6183,"81.173.255.59",1,"False","none"
6184,"89.12.67.60",1,"False","none"
6185,"88.70.247.52",1,"False","none"
6186,"81.39.31.239",1,"False","none"
6187,"80.133.106.19",1,"False","none"
6188,"85.178.8.53",1,"False","none"
6189,"109.90.233.36",1,"False","none"
6190,"89.27.254.29",1,"False","none"
6191,"84.168.158.65",1,"False","none"
6192,"62.225.117.57",1,"False","none"
6193,"92.161.115.75",1,"False","none"
6194,"93.207.16.29",1,"False","none"
6195,"219.16.228.86",1,"False","none"
6196,"217.233.133.88",1,"False","none"
6197,"193.170.48.202",1,"False","none"
6198,"77.177.3.213",1,"False","none"
6199,"87.42.190.131",1,"False","none"
6200,"79.246.95.125",1,"False","none"
6201,"84.176.135.24",1,"False","none"
6202,"213.7.6.178",1,"False","none"
6203,"89.52.183.31",1,"False","none"
6204,"88.76.173.196",1,"False","none"
6205,"216.165.64.26",1,"False","none"
6206,"58.10.36.84",1,"False","none"
6207,"85.212.29.12",1,"False","none"
6208,"62.67.242.233",1,"False","none"
6209,"207.44.154.35",1,"False","none"
6210,"82.97.190.203",1,"False","none"
6211,"83.76.77.68",1,"False","none"
6212,"212.178.216.52",1,"False","none"
6213,"200.104.177.22",1,"False","none"
6214,"212.82.236.150",1,"False","none"
6215,"82.83.116.90",1,"False","none"
6216,"79.211.114.7",1,"False","none"
6217,"90.135.57.41",1,"False","none"
6218,"217.231.75.105",1,"False","none"
6219,"146.107.3.4",1,"False","none"
6220,"217.225.65.116",1,"False","none"
6221,"212.7.164.177",1,"False","none"
6222,"198.49.31.3",1,"False","none"
6223,"80.143.73.93",1,"False","none"
6224,"88.64.69.36",1,"False","none"
6225,"217.225.2.179",1,"False","none"
6226,"145.254.199.18",1,"False","none"
6227,"62.67.242.234",1,"False","none"
6228,"63.98.148.163",1,"False","none"
6229,"89.51.2.49",1,"False","none"
6230,"84.63.97.150",1,"False","none"
6231,"79.203.251.45",1,"False","none"
6232,"217.84.74.155",1,"False","none"
6233,"89.204.155.41",1,"False","none"
6234,"77.47.0.242",1,"False","none"
6235,"84.60.33.54",1,"False","none"
6236,"84.176.130.72",1,"False","none"
6237,"93.130.58.10",1,"False","none"
6238,"194.55.26.3",1,"False","none"
6239,"84.60.115.214",1,"False","none"
6240,"84.63.0.109",1,"False","none"
6241,"194.55.26.8",1,"False","none"
6242,"83.187.176.32",1,"False","none"
6243,"84.190.46.246",1,"False","none"
6244,"140.198.40.111",1,"False","none"
6245,"134.155.99.73",1,"False","none"
6246,"24.19.35.3",1,"False","none"
6247,"84.169.106.17",1,"False","none"
6248,"2A01:598:A089:2799:8825:CB3F:9D08:764C",1,"False","none"
6249,"91.62.215.215",1,"False","none"
6250,"84.62.120.64",1,"False","none"
6251,"82.83.98.59",1,"False","none"
6252,"31.17.73.160",1,"False","none"
6253,"83.124.47.184",1,"False","none"
6254,"65.112.194.26",1,"False","none"
6255,"2003:6:53AA:CE28:50D9:C372:D197:7BA7",1,"False","none"
6256,"80.185.125.57",1,"False","none"
6257,"84.58.248.187",1,"False","none"
6258,"90.146.180.25",1,"False","none"
6259,"82.82.140.128",1,"False","none"
6260,"84.141.100.20",1,"False","none"
6261,"87.181.113.64",1,"False","none"
6262,"62.159.48.242",1,"False","none"
6263,"84.154.165.31",1,"False","none"
6264,"85.181.43.77",1,"False","none"
6265,"93.219.88.164",1,"False","none"
6266,"141.43.142.139",1,"False","none"
6267,"92.106.76.75",1,"False","none"
6268,"83.189.27.25",1,"False","none"
6269,"87.174.219.6",1,"False","none"
6270,"141.7.94.2",1,"False","none"
6271,"217.91.43.41",1,"False","none"
6272,"88.69.215.136",1,"False","none"
6273,"91.43.238.134",1,"False","none"
6274,"217.85.160.88",1,"False","none"
6275,"93.207.25.59",1,"False","none"
6276,"78.53.35.233",1,"False","none"
6277,"84.172.247.2",1,"False","none"
6278,"62.214.245.79",1,"False","none"
6279,"84.191.218.52",1,"False","none"
6280,"92.226.22.66",1,"False","none"
6281,"89.56.131.124",1,"False","none"
6282,"212.65.23.115",1,"False","none"
6283,"188.193.18.128",1,"False","none"
6284,"89.247.44.144",1,"False","none"
6285,"109.40.224.209",1,"False","none"
6286,"80.139.64.147",1,"False","none"
6287,"2A02:908:146B:46C0:400A:7C81:2836:566B",1,"False","none"
6288,"78.54.33.191",1,"False","none"
6289,"84.189.88.117",1,"False","none"
6290,"89.51.181.67",1,"False","none"
6291,"78.52.100.162",1,"False","none"
6292,"80.64.176.30",1,"False","none"
6293,"194.120.88.1",1,"False","none"
6294,"158.143.225.37",1,"False","none"
6295,"80.157.3.106",1,"False","none"
6296,"87.171.0.156",1,"False","none"
6297,"91.7.97.77",1,"False","none"
